<<<<<<< HEAD
所列 -4.21696599155 -4.70780003587
荧煌 -4.69408724627 -4.4067700402
暗纹 -4.69408724627 -4.23067878115
刮刮卡 -4.21696599155 -4.70780003587
服务设施 -4.69408724627 -4.4067700402
图画 -4.3930572506 -4.70780003587
梅花 -4.69408724627 -4.23067878115
过保 -4.69408724627 -4.4067700402
无益 -4.3930572506 -4.70780003587
高阁 -4.69408724627 -4.4067700402
桐乡 -4.69408724627 -4.4067700402
桂叶香 -4.3930572506 -4.70780003587
没拿到 -4.69408724627 -4.4067700402
真让人 -4.21696599155 -4.70780003587
货刚 -4.69408724627 -4.4067700402
不换 -4.69408724627 -4.4067700402
浪生 -4.69408724627 -4.4067700402
废掉 -4.69408724627 -4.4067700402
楼阁 -4.3930572506 -4.70780003587
如出一辙 -4.3930572506 -4.70780003587
仙飙 -4.69408724627 -4.4067700402
杀人 -4.69408724627 -4.4067700402
保险箱 -4.69408724627 -4.4067700402
欢迎 -4.3930572506 -3.92964878548
长春 -4.69408724627 -4.23067878115
武陵 -4.69408724627 -4.4067700402
更是 -4.09202725494 -4.00883003153
信手 -4.3930572506 -4.70780003587
安辔 -4.3930572506 -4.70780003587
怀良 -4.3930572506 -4.70780003587
无蓝 -4.69408724627 -4.4067700402
布满 -4.09202725494 -4.70780003587
乳黄 -4.69408724627 -4.4067700402
勉强 -3.79099725927 -4.10574004454
孜孜 -4.3930572506 -4.70780003587
公版 -4.3930572506 -4.70780003587
山寨 -3.84898920625 -4.4067700402
送上门 -4.3930572506 -4.70780003587
显示方式 -4.21696599155 -4.70780003587
再压缩 -4.21696599155 -4.70780003587
情书 -4.69408724627 -4.4067700402
那种 -3.99511724193 -4.00883003153
饕餮 -4.69408724627 -4.4067700402
将军 -4.69408724627 -4.4067700402
最烦 -4.3930572506 -4.70780003587
店家 -4.3930572506 -4.70780003587
成功 -3.48996726361 -4.00883003153
分布 -3.91593599588 -4.00883003153
杂物 -4.3930572506 -4.4067700402
大雪 -4.69408724627 -4.10574004454
怎么 -2.82485552653 -3.32758879415
接麦 -4.21696599155 -4.70780003587
外国人 -4.3930572506 -4.70780003587
阳朔 -4.69408724627 -4.23067878115
批评 -4.3930572506 -4.70780003587
新出 -4.3930572506 -4.70780003587
酒店设施 -4.69408724627 -3.86270199585
难成寐 -4.69408724627 -4.4067700402
西园 -4.69408724627 -4.4067700402
色点 -4.21696599155 -4.23067878115
临湖 -4.69408724627 -4.4067700402
距离远 -4.3930572506 -4.70780003587
淡季 -4.3930572506 -4.23067878115
气质 -4.69408724627 -4.4067700402
直冲 -4.69408724627 -4.4067700402
秀气 -4.69408724627 -4.4067700402
老刘 -4.21696599155 -4.70780003587
家用机 -4.3930572506 -4.10574004454
女友 -4.69408724627 -4.23067878115
系统还原 -4.21696599155 -4.70780003587
玉箫 -4.69408724627 -4.4067700402
睡不着 -4.3930572506 -4.70780003587
一头 -4.3930572506 -4.70780003587
无效 -4.3930572506 -4.4067700402
无敌 -4.69408724627 -3.70780003587
瘦肉粥 -4.69408724627 -4.4067700402
质感 -3.84898920625 -3.34607219985
下章 -4.3930572506 -4.70780003587
保养 -4.69408724627 -4.4067700402
塑胶 -4.3930572506 -4.70780003587
无数 -4.69408724627 -4.4067700402
本子 -3.37186795153 -3.36537735504
怨遥夜 -4.3930572506 -4.70780003587
季行役 -4.3930572506 -4.70780003587
全英文 -4.09202725494 -4.70780003587
偶欲 -4.69408724627 -4.4067700402
加热 -3.99511724193 -4.70780003587
山翠 -4.69408724627 -4.4067700402
扩容 -4.21696599155 -4.70780003587
有爆 -4.3930572506 -4.70780003587
技巧 -4.09202725494 -4.70780003587
时段 -4.69408724627 -4.4067700402
系统重装 -4.21696599155 -4.70780003587
跑腿 -4.69408724627 -4.4067700402
放到 -4.21696599155 -4.70780003587
福鼎市 -4.69408724627 -4.4067700402
玩电脑 -4.21696599155 -4.70780003587
海燕 -4.3930572506 -4.70780003587
的士 -4.69408724627 -4.10574004454
找不出 -4.3930572506 -4.70780003587
大点 -4.3930572506 -4.70780003587
风险 -4.69408724627 -4.4067700402
水壶 -4.69408724627 -4.4067700402
出手 -4.3930572506 -3.86270199585
何况 -4.21696599155 -4.70780003587
爱立信 -4.3930572506 -4.70780003587
即使 -4.09202725494 -3.70780003587
小费 -4.69408724627 -4.4067700402
套餐 -4.21696599155 -4.4067700402
预置 -4.3930572506 -4.70780003587
对比度 -3.99511724193 -4.70780003587
不逊于 -4.69408724627 -4.4067700402
要重 -4.3930572506 -4.70780003587
拆开 -3.65269456111 -3.92964878548
何得尚 -4.69408724627 -4.4067700402
绕道 -4.69408724627 -4.4067700402
温温的 -4.3930572506 -4.10574004454
汀沙 -4.3930572506 -4.70780003587
一直 -3.02198938833 -3.08455074547
在于 -4.69408724627 -4.23067878115
打算 -3.73984473683 -3.92964878548
拘束 -4.69408724627 -4.4067700402
觉后 -4.69408724627 -4.4067700402
标不 -4.3930572506 -4.70780003587
买本 -4.69408724627 -4.10574004454
缝隙 -3.29614723759 -4.70780003587
人性 -4.3930572506 -4.4067700402
塞北 -4.3930572506 -4.70780003587
答应 -4.3930572506 -4.23067878115
压抑 -4.69408724627 -4.4067700402
床间 -4.69408724627 -4.4067700402
客梯 -4.21696599155 -4.70780003587
无寐 -4.3930572506 -4.70780003587
感动不已 -4.69408724627 -4.4067700402
定制 -4.3930572506 -4.4067700402
特点 -4.21696599155 -3.66640735071
永远 -3.99511724193 -4.4067700402
社会 -4.69408724627 -4.4067700402
深解 -4.3930572506 -4.70780003587
纳溪 -4.69408724627 -4.4067700402
举行 -4.69408724627 -4.23067878115
翻新 -4.21696599155 -4.70780003587
装璜 -4.69408724627 -4.4067700402
科学馆 -4.69408724627 -4.4067700402
出毛病 -4.69408724627 -4.4067700402
均宜 -4.69408724627 -4.4067700402
统统 -4.3930572506 -4.4067700402
何求 -4.69408724627 -4.23067878115
慢些 -4.69408724627 -4.23067878115
爱美 -4.69408724627 -4.4067700402
大开大合 -4.3930572506 -4.70780003587
包括 -3.99511724193 -4.23067878115
还行 -3.84898920625 -3.53170877681
连接器 -4.21696599155 -4.70780003587
手忙脚乱 -4.69408724627 -4.4067700402
电脑屏幕 -4.3930572506 -4.70780003587
自从 -4.3930572506 -4.70780003587
荣幸 -4.69408724627 -4.4067700402
舒适度 -4.69408724627 -4.4067700402
强烈推荐 -4.69408724627 -4.00883003153
恢复正常 -4.3930572506 -4.70780003587
寒鸦 -4.69408724627 -4.4067700402
存储 -4.3930572506 -4.70780003587
故人 -3.99511724193 -4.10574004454
单机游戏 -4.3930572506 -4.70780003587
转数 -4.21696599155 -4.70780003587
泪眼 -4.69408724627 -4.4067700402
称呼 -4.69408724627 -4.4067700402
自代 -4.69408724627 -4.4067700402
纪石 -4.69408724627 -4.4067700402
细小 -4.69408724627 -4.23067878115
浑似 -4.69408724627 -4.4067700402
后山 -4.69408724627 -4.4067700402
顿辔 -4.3930572506 -4.70780003587
人员 -3.37186795153 -3.4067700402
推荐 -3.43881474116 -3.20265005755
唯一 -3.54795921059 -3.59385668356
亚运村 -3.99511724193 -4.4067700402
全能 -4.69408724627 -3.92964878548
休闲游 -4.69408724627 -4.4067700402
美金 -4.69408724627 -4.4067700402
不久 -3.91593599588 -4.70780003587
风风火火 -4.69408724627 -4.4067700402
大学生 -4.69408724627 -4.23067878115
铁丝 -4.3930572506 -4.70780003587
透明 -4.21696599155 -4.70780003587
划痕 -3.37186795153 -4.10574004454
图片 -3.51799598721 -3.47735111449
开花 -4.69408724627 -4.4067700402
到位 -4.09202725494 -3.53170877681
不是太好 -4.3930572506 -4.70780003587
大头贴 -4.69408724627 -4.4067700402
初步 -4.3930572506 -3.92964878548
文件 -3.58014389396 -3.86270199585
大海 -4.69408724627 -4.23067878115
杂乱 -4.21696599155 -4.70780003587
随机 -3.05063456978 -3.59385668356
区分 -3.91593599588 -4.23067878115
成为 -4.69408724627 -4.10574004454
靓妆 -4.3930572506 -4.70780003587
花见花 -4.69408724627 -4.4067700402
变形 -3.65269456111 -4.70780003587
用惯 -3.99511724193 -4.10574004454
比较顺利 -4.3930572506 -4.10574004454
仿佛 -4.69408724627 -4.23067878115
素辉 -4.3930572506 -4.70780003587
耀眼 -4.21696599155 -4.70780003587
代名词 -4.69408724627 -4.4067700402
工薪 -4.69408724627 -4.4067700402
扩展槽 -4.21696599155 -4.70780003587
======= -4.3930572506 -4.4067700402
鲜花 -4.69408724627 -4.4067700402
卜筮 -4.3930572506 -4.70780003587
八小时 -4.69408724627 -4.23067878115
变来变去 -4.3930572506 -4.70780003587
日立 -4.69408724627 -3.70780003587
容纳 -4.69408724627 -4.23067878115
强度 -4.3930572506 -4.70780003587
苛责 -4.3930572506 -4.70780003587
夕息 -4.3930572506 -4.70780003587
开看 -4.69408724627 -4.4067700402
服务员 -3.54795921059 -3.10574004454
往来于 -4.69408724627 -4.4067700402
轻易 -3.91593599588 -4.4067700402
相对来说 -4.69408724627 -3.86270199585
后面 -3.46363832489 -4.00883003153
机器配置 -4.3930572506 -4.00883003153
古木平 -4.3930572506 -4.70780003587
标称 -3.79099725927 -4.70780003587
比要 -4.69408724627 -4.4067700402
念人 -4.3930572506 -4.70780003587
朽木不可雕 -4.69408724627 -4.4067700402
高级 -3.65269456111 -4.23067878115
芭蕉 -4.69408724627 -4.4067700402
说法 -3.84898920625 -4.70780003587
右上方 -4.09202725494 -4.70780003587
必备 -4.69408724627 -4.10574004454
那堪 -4.21696599155 -4.70780003587
牛马 -4.69408724627 -4.4067700402
松阴 -4.69408724627 -4.4067700402
说好 -4.3930572506 -4.00883003153
价格优势 -4.69408724627 -4.10574004454
累人 -3.84898920625 -4.70780003587
限量 -4.69408724627 -4.4067700402
屏蔽掉 -4.69408724627 -4.4067700402
安装 -2.34383922793 -2.63225307447
最近 -4.09202725494 -3.75355752643
热风 -4.21696599155 -4.70780003587
摄象头 -4.69408724627 -4.4067700402
心逐南云逝 -4.3930572506 -4.70780003587
体温 -4.3930572506 -4.70780003587
罕有 -4.69408724627 -4.4067700402
出错 -3.91593599588 -4.4067700402
出头 -4.21696599155 -4.4067700402
定位 -4.69408724627 -3.75355752643
阻尼 -4.3930572506 -4.4067700402
不灵 -4.09202725494 -4.4067700402
胡雁翅 -4.69408724627 -4.4067700402
能比 -4.69408724627 -4.4067700402
麻烦 -2.26272348211 -3.03570217793
由于 -3.43881474116 -3.4067700402
分绿 -4.69408724627 -4.4067700402
好使 -4.3930572506 -4.70780003587
凉快 -4.69408724627 -4.4067700402
心曲 -4.69408724627 -4.4067700402
最暗 -4.3930572506 -4.23067878115
没弄 -4.69408724627 -4.4067700402
便携 -3.99511724193 -3.70780003587
新增 -4.3930572506 -4.70780003587
寸小 -4.3930572506 -4.70780003587
批货 -4.21696599155 -4.70780003587
很难 -4.69408724627 -4.23067878115
挺烫 -3.99511724193 -4.70780003587
轻触 -4.69408724627 -4.4067700402
预先 -3.99511724193 -4.4067700402
天然 -4.69408724627 -4.4067700402
弥补 -4.3930572506 -4.23067878115
太卡 -4.3930572506 -4.70780003587
挺烂 -4.3930572506 -4.70780003587
对话 -4.69408724627 -4.4067700402
一寸 -4.3930572506 -4.70780003587
不降 -4.3930572506 -4.70780003587
没看 -4.09202725494 -4.4067700402
放入 -4.21696599155 -4.70780003587
异味 -4.21696599155 -4.23067878115
送礼物 -4.3930572506 -4.70780003587
只好 -3.48996726361 -3.86270199585
相许 -4.69408724627 -4.4067700402
非法操作 -4.21696599155 -4.70780003587
易碎 -4.69408724627 -4.4067700402
毕业设计 -4.69408724627 -4.4067700402
极地 -4.69408724627 -4.23067878115
如果 -2.71636364098 -2.90845948641
基本 -3.16260832922 -2.83273877247
下用 -4.3930572506 -4.70780003587
上查 -4.21696599155 -4.70780003587
活动 -3.43881474116 -3.34607219985
朋友 -3.06061879069 -2.75841002922
调速 -4.21696599155 -4.70780003587
牛劲 -4.3930572506 -4.70780003587
卸载掉 -4.3930572506 -4.70780003587
不禁 -4.21696599155 -4.70780003587
诟病 -4.3930572506 -4.70780003587
想像 -4.09202725494 -4.23067878115
差距 -3.69408724627 -3.80471004887
单行线 -4.69408724627 -4.4067700402
可视 -3.79099725927 -3.80471004887
没法儿 -4.69408724627 -4.4067700402
野戍 -4.3930572506 -4.70780003587
可观 -4.3930572506 -4.10574004454
可见 -4.21696599155 -4.23067878115
聚散 -4.69408724627 -4.4067700402
往右 -4.69408724627 -4.4067700402
一动 -4.21696599155 -4.70780003587
牌子 -3.48996726361 -3.42904643491
价格合理 -4.3930572506 -3.75355752643
全拼 -4.3930572506 -4.70780003587
柴荆 -4.69408724627 -4.4067700402
归心似箭 -4.69408724627 -4.4067700402
死机 -3.24692921492 -4.4067700402
拿在手上 -4.21696599155 -4.4067700402
玩游戏 -3.24692921492 -3.1395983118
电磁 -4.21696599155 -4.70780003587
貌似 -3.35166456544 -4.00883003153
订货 -3.91593599588 -3.80471004887
推到 -4.21696599155 -4.70780003587
品牌 -3.29614723759 -2.77330158462
残杯 -4.69408724627 -4.4067700402
订购 -4.09202725494 -4.4067700402
天如水 -4.69408724627 -4.4067700402
日常用品 -4.69408724627 -4.4067700402
吸尘 -4.3930572506 -4.70780003587
江南 -4.3930572506 -4.4067700402
双肩 -4.3930572506 -4.70780003587
前期 -4.69408724627 -4.23067878115
万点 -4.69408724627 -4.4067700402
就是说 -4.3930572506 -4.70780003587
不具 -4.3930572506 -4.70780003587
松节 -4.69408724627 -4.4067700402
摊上 -4.3930572506 -4.70780003587
好找 -3.91593599588 -4.00883003153
小栏 -4.3930572506 -4.70780003587
算够 -4.69408724627 -4.4067700402
小巧玲珑 -4.69408724627 -4.10574004454
震坏 -4.69408724627 -4.23067878115
算大 -4.69408724627 -4.4067700402
虚电 -4.21696599155 -4.70780003587
很慢 -3.91593599588 -4.23067878115
角度 -3.73984473683 -3.86270199585
时手 -4.21696599155 -4.70780003587
影拂 -4.69408724627 -4.4067700402
带电 -4.69408724627 -4.23067878115
班车 -4.3930572506 -4.23067878115
江旷 -4.3930572506 -4.70780003587
一致 -4.69408724627 -4.23067878115
耳光 -4.21696599155 -4.70780003587
掌握 -4.21696599155 -4.4067700402
大失所忘 -4.3930572506 -4.70780003587
胃病 -4.69408724627 -4.4067700402
托和 -4.3930572506 -4.70780003587
较热 -3.99511724193 -4.4067700402
模仿 -4.69408724627 -4.4067700402
弹出来 -4.09202725494 -4.70780003587
理睬 -4.69408724627 -4.4067700402
几秒钟 -4.09202725494 -4.70780003587
迢迢 -4.3930572506 -4.70780003587
睡来 -4.69408724627 -4.4067700402
登陆 -4.3930572506 -4.4067700402
市区 -4.3930572506 -4.00883003153
细说 -4.69408724627 -4.4067700402
外楼 -4.69408724627 -4.4067700402
可靠 -4.69408724627 -3.56167200019
接头 -4.3930572506 -4.70780003587
一楼 -4.69408724627 -3.86270199585
费力 -3.91593599588 -4.70780003587
审美疲劳 -4.21696599155 -4.70780003587
不由分说 -4.21696599155 -4.70780003587
接大 -4.69408724627 -4.4067700402
地名 -4.69408724627 -4.4067700402
接天 -4.3930572506 -4.70780003587
费劲 -3.37186795153 -3.92964878548
和解 -4.3930572506 -4.70780003587
反倒 -4.69408724627 -4.23067878115
划分 -4.3930572506 -4.70780003587
塑料袋 -3.99511724193 -4.4067700402
康博 -4.3930572506 -4.70780003587
块钱 -3.79099725927 -3.75355752643
上阳 -4.69408724627 -4.4067700402
钢制 -4.69408724627 -4.4067700402
落写 -4.3930572506 -4.70780003587
铰链 -4.3930572506 -4.4067700402
致使 -4.3930572506 -4.70780003587
机会 -3.99511724193 -3.66640735071
您好 -4.3930572506 -4.00883003153
亮线 -4.3930572506 -4.70780003587
面目全非 -4.3930572506 -4.70780003587
知夜 -4.69408724627 -4.4067700402
咱们 -4.3930572506 -4.70780003587
欠缺 -4.21696599155 -4.23067878115
自认倒霉 -4.69408724627 -4.4067700402
刚用 -4.09202725494 -3.66640735071
四望 -4.3930572506 -4.70780003587
完全 -3.24692921492 -3.16373199152
二极管 -4.21696599155 -4.70780003587
离谱 -4.3930572506 -4.4067700402
最大 -3.3930572506 -3.59385668356
拉丝 -4.3930572506 -3.80471004887
最多 -3.91593599588 -4.23067878115
东站 -4.69408724627 -4.4067700402
形随 -4.3930572506 -4.70780003587
高举 -4.69408724627 -4.4067700402
客户服务 -4.3930572506 -4.70780003587
裸奔 -4.21696599155 -4.70780003587
奇寒 -4.69408724627 -4.4067700402
长时间 -3.43881474116 -3.80471004887
错误信息 -4.69408724627 -4.4067700402
有时 -3.37186795153 -3.92964878548
粘贴 -4.3930572506 -4.70780003587
手触 -4.69408724627 -4.4067700402
难点 -4.69408724627 -4.4067700402
遗留 -4.3930572506 -4.70780003587
具有 -4.69408724627 -3.92964878548
格状 -4.3930572506 -4.70780003587
面为 -4.21696599155 -4.70780003587
没多久 -4.09202725494 -4.4067700402
带有 -4.09202725494 -3.62861878982
我用 -3.99511724193 -3.86270199585
绑定 -4.3930572506 -4.70780003587
金樽 -4.69408724627 -4.4067700402
电脑配置 -4.69408724627 -4.4067700402
虚名 -4.69408724627 -4.4067700402
赞赞 -4.69408724627 -4.4067700402
寿命 -4.3930572506 -4.70780003587
桃叶 -4.69408724627 -4.4067700402
送达 -4.69408724627 -4.4067700402
喜爱 -4.69408724627 -4.4067700402
赞赏 -4.69408724627 -4.4067700402
尊重 -4.69408724627 -4.4067700402
突兀 -4.3930572506 -4.70780003587
毫无 -4.69408724627 -4.4067700402
未来 -4.3930572506 -4.70780003587
访问 -4.3930572506 -4.4067700402
吻合 -4.3930572506 -4.4067700402
外白渡桥 -4.69408724627 -4.4067700402
双面胶 -3.73984473683 -4.10574004454
接下来 -4.3930572506 -4.70780003587
还为 -4.69408724627 -4.4067700402
观点 -4.3930572506 -4.4067700402
送饭 -4.3930572506 -4.70780003587
合算 -4.3930572506 -3.80471004887
柳江 -4.69408724627 -4.23067878115
大区 -4.09202725494 -4.70780003587
识别 -3.35166456544 -3.80471004887
棚空 -4.3930572506 -4.70780003587
酝伤 -4.3930572506 -4.70780003587
房型 -4.3930572506 -4.4067700402
途中 -4.3930572506 -4.70780003587
苦寒 -4.69408724627 -4.4067700402
新鲜度 -4.69408724627 -4.4067700402
网管 -4.3930572506 -4.4067700402
观光 -4.69408724627 -4.4067700402
弯折 -4.3930572506 -4.70780003587
卖到 -4.09202725494 -4.70780003587
服务台 -4.69408724627 -4.4067700402
部位 -3.73984473683 -4.4067700402
桂林 -4.69408724627 -4.4067700402
搞懂 -4.21696599155 -4.70780003587
右键 -4.21696599155 -4.70780003587
装锁 -4.3930572506 -4.70780003587
何计 -4.69408724627 -4.4067700402
前要 -4.21696599155 -4.70780003587
橡皮 -4.3930572506 -4.70780003587
一分钱 -4.09202725494 -3.92964878548
装错 -4.3930572506 -4.70780003587
大屏幕显示器 -4.69408724627 -4.4067700402
母兮 -4.3930572506 -4.70780003587
很爽 -4.3930572506 -3.38558074113
反应时间 -4.69408724627 -4.4067700402
用换 -4.69408724627 -4.4067700402
怕麻烦 -4.69408724627 -4.4067700402
附属物 -4.3930572506 -4.70780003587
时严 -4.3930572506 -4.70780003587
圆孔 -4.69408724627 -4.4067700402
嘀声 -4.21696599155 -4.70780003587
算算 -4.3930572506 -4.70780003587
经的 -4.69408724627 -4.4067700402
五星 -4.3930572506 -3.59385668356
成本费 -4.3930572506 -4.70780003587
海标 -4.69408724627 -4.4067700402
两侧 -4.21696599155 -4.4067700402
无货 -4.21696599155 -4.4067700402
眼前一亮 -4.69408724627 -4.4067700402
滋啦兹 -4.69408724627 -4.4067700402
降点 -4.69408724627 -4.4067700402
吼吼 -4.3930572506 -4.4067700402
异样 -4.69408724627 -4.4067700402
巨大 -4.3930572506 -4.70780003587
没停 -4.3930572506 -4.70780003587
真不 -4.21696599155 -4.70780003587
Stashed -4.3930572506 -4.4067700402
绝对 -3.73984473683 -3.24540203797
卡机 -4.3930572506 -4.70780003587
出产 -4.3930572506 -4.70780003587
无日 -4.3930572506 -4.70780003587
二王 -4.69408724627 -4.4067700402
霜风 -4.69408724627 -4.4067700402
当即 -4.3930572506 -4.70780003587
花底 -4.3930572506 -4.70780003587
肯德基 -4.69408724627 -4.4067700402
